work_year,experience_level,employment_type,job_title,salary_currency,employee_residence,remote_ratio,company_location,company_size
2023,EX,FT,Data Analyst,USD,AE,100,KR,M
2022,SE,FT,Machine Learning Engineer,USD,BR,0,BR,L
2023,MI,FT,Data Scientist,USD,PT,0,MX,L
2022,SE,FT,Data Scientist,USD,GB,0,GB,M
2022,SE,FT,Computer Vision Engineer,USD,GB,0,GB,S
2022,EX,PT,Data Analyst,USD,US,100,US,M
2023,MI,FL,Analytics Engineer,USD,NO,100,NO,M
2021,SE,FT,Computer Vision Engineer,USD,GB,50,GB,L
2023,SE,PT,Big Data Engineer,USD,US,0,US,L
2023,MI,FT,Director of Data Science,USD,GB,0,GB,M
2022,SE,FT,Data Architect,USD,FR,0,FR,M
2023,SE,FT,Business Intelligence Engineer,USD,KR,0,KR,L
2023,SE,FT,Data Engineer,USD,IN,0,IN,S
2023,SE,FT,Data Architect,USD,DE,0,DE,M
2023,SE,FT,Data Analyst,USD,SE,100,SE,M
2023,EX,FT,AI Engineer,USD,IE,100,IE,M
2022,SE,FT,Data Scientist,USD,PT,0,US,M
2023,MI,FT,Data Analyst,USD,IN,0,IN,M
2023,SE,FT,ML Engineer,USD,US,100,US,M
2023,EN,FT,Applied Scientist,USD,CZ,100,CZ,M
2022,MI,FT,Data Scientist,USD,IN,100,IN,L
2022,SE,FT,Quantitative Analyst,USD,CA,0,CA,M
2022,MI,FT,Decision Scientist,USD,US,0,US,M
2023,MI,FT,Data Engineer,USD,GB,0,GB,M
2022,EN,FT,Data Scientist,USD,IN,50,IN,S
2022,MI,PT,ML Engineer,USD,CZ,0,CZ,L
2022,EX,FT,Data Engineer,USD,CH,100,CH,M
2023,EN,FT,Data Analyst,USD,FR,50,TR,M
2023,SE,FT,ML Engineer,USD,FR,0,FR,S
2023,MI,FT,Research Scientist,USD,JP,100,IN,M
2022,MI,FT,Data Engineer,USD,ES,0,ES,S
2023,SE,FT,Machine Learning Engineer,USD,BR,0,BR,L
2022,EN,FT,BI Analyst,USD,IT,100,IT,M
2022,SE,FT,Deep Learning Engineer,USD,BR,50,BR,M
2021,SE,FT,Data Governance Analyst,USD,NO,100,NO,M
2021,EN,FT,Data Scientist,USD,IN,0,IN,M
2022,SE,FL,Data Engineer,USD,JP,0,JP,M
2022,EX,FT,Data Scientist,USD,IN,0,IN,L
2022,SE,FT,Lead Data Scientist,USD,US,0,US,M
2022,SE,FT,Data Analyst,USD,US,50,US,S
2022,EN,FT,Principal Data Scientist,USD,IN,100,IN,M
2022,MI,FT,Head of Data,USD,MX,0,MX,M
2023,SE,FT,Data Science Manager,USD,SG,0,SG,M
2022,SE,FT,Data Engineer,USD,TR,100,TR,L
2023,MI,FT,ML Engineer,USD,IN,0,IN,L
2023,EN,FT,Data Analyst,USD,IN,100,IN,M
2022,SE,FT,Data Engineer,USD,IT,100,IT,M
2023,SE,FT,Quantitative Analyst,USD,DE,100,DE,M
2022,SE,FT,Deep Learning Engineer,USD,IN,0,IN,M
2022,MI,FT,Data Scientist,USD,CL,0,IN,M
2022,MI,FT,Research Scientist,USD,GB,100,GB,L
2023,SE,FT,Data Analyst,USD,DE,100,DE,M
2022,EN,CT,Data Architect,USD,SG,100,MX,M
2022,MI,FT,Data Scientist,USD,HU,0,HU,S
2021,SE,FT,Data Engineer,USD,NZ,100,GB,S
2023,MI,FT,Applied Scientist,USD,FR,100,FR,M
2023,MI,FT,Data Engineer,USD,IN,0,IN,S
2022,SE,FT,Analytics Engineer,USD,PL,50,PL,M
2023,MI,FT,Machine Learning Engineer,USD,SE,0,SE,M
2022,MI,FT,Deep Learning Engineer,USD,US,100,US,M
2023,MI,FT,Data Analyst,USD,KR,100,KR,M
2023,MI,FT,Data Analyst,USD,MY,100,MY,M
2022,SE,FT,ML Engineer,USD,IT,100,IT,M
2022,MI,FT,Data Engineer,USD,TR,0,TR,L
2022,MI,FT,Computer Vision Engineer,USD,DE,0,DE,S
2023,SE,FL,Data Engineer,USD,IN,0,IN,L
2023,SE,FT,Decision Scientist,USD,JP,100,JP,L
2023,SE,FT,Data Architect,USD,IN,100,IN,M
2022,SE,FT,Data Architect,USD,IT,50,NZ,L
2022,EN,FT,AI Engineer,USD,SE,100,NL,M
2023,MI,FT,Big Data Engineer,USD,KR,0,KR,M
2023,MI,FT,Machine Learning Engineer,USD,IE,100,IE,M
2023,SE,FT,Machine Learning Engineer,USD,CH,0,IN,S
2022,MI,FT,AI Engineer,USD,IN,0,IN,M
2023,EX,FT,Analytics Engineer,USD,CL,100,CL,M
2023,MI,FT,Data Science Manager,USD,SE,100,CA,L
2023,MI,FT,Data Analyst,USD,IN,0,IN,M
2023,EX,FT,Research Scientist,USD,US,0,US,M
2021,MI,FT,Statistician,USD,MX,0,US,M
2022,SE,FT,Machine Learning Engineer,USD,AR,100,AR,M
2023,EX,FT,Machine Learning Engineer,USD,JP,100,JP,L
2023,EN,PT,Data Analyst,USD,BR,0,BR,M
2023,SE,FT,Applied Scientist,USD,US,100,US,M
2022,SE,FT,Deep Learning Engineer,USD,US,100,US,L
2021,MI,FT,Data Engineer,USD,AR,100,AR,M
2023,EN,FT,Machine Learning Engineer,USD,NL,0,NL,L
2022,MI,FT,BI Analyst,USD,IT,0,IT,M
2022,MI,FT,Analytics Engineer,USD,PL,0,PL,M
2023,EN,FT,AI Researcher,USD,IN,100,IN,M
2023,SE,FT,Data Analyst,USD,US,0,US,M
2022,SE,FT,Business Intelligence Engineer,USD,US,0,GB,M
2021,SE,FT,Lead Data Scientist,USD,IE,50,IE,M
2023,MI,FT,Data Architect,USD,DE,100,DE,M
2023,MI,FT,Data Engineer,USD,US,0,US,M
2023,EN,FT,ML Engineer,USD,IE,0,IN,M
2022,MI,FT,Data Analyst,USD,NL,0,NL,M
2021,SE,FT,Data Specialist,USD,IN,0,IN,M
2021,SE,FT,Data Engineer,USD,JP,100,JP,S
2022,EX,FT,Analytics Engineer,USD,SG,100,SG,M
2023,MI,FT,Analytics Engineer,USD,IN,100,IN,M
2022,SE,FT,Lead Data Scientist,USD,AE,0,AE,M
2021,SE,FT,Data Engineer,USD,US,0,US,L
2023,EN,FT,Data Science Manager,USD,IN,0,IN,M
2023,EX,FT,Data Engineer,USD,SG,100,SG,L
2022,MI,FT,Data Analyst,USD,MX,50,MX,M
2023,SE,FT,Research Scientist,USD,KR,100,KR,L
2023,MI,FT,Data Product Manager,USD,DE,100,DE,L
2022,SE,PT,Business Intelligence Engineer,USD,CA,100,CA,M
2021,SE,FT,ML Engineer,USD,DK,50,DK,M
2023,MI,PT,Data Consultant,USD,IN,100,IN,M
2023,SE,FT,Data Engineer,USD,NO,100,NO,M
2022,EN,CT,Data Scientist,USD,US,0,US,M
2023,MI,FT,Quantitative Analyst,USD,MX,100,MX,M
2022,MI,FT,AI Engineer,USD,TR,0,TR,M
2022,SE,FT,Machine Learning Engineer,USD,SG,50,SG,M
2022,SE,FT,Data Science Manager,USD,AE,100,IN,S
2023,SE,FT,Data Engineer,USD,DE,0,DE,L
2022,EN,FT,Data Analyst,USD,MX,0,MX,M
2023,SE,FT,Big Data Engineer,USD,IN,100,IN,M
2023,SE,FT,Machine Learning Engineer,USD,PL,0,DE,M
2022,SE,FT,Data Architect,USD,AU,50,IN,M
2023,MI,FT,Applied Scientist,USD,US,100,US,L
2023,SE,FT,Big Data Engineer,USD,CZ,0,IT,M
2022,MI,PT,Data Engineer,USD,AE,0,DK,M
2023,EN,FT,Applied Scientist,USD,AR,100,AR,M
2022,SE,FT,Decision Scientist,USD,IN,0,IN,S
2023,MI,FT,Data Engineer,USD,ES,100,ES,L
2023,MI,FT,Data Engineer,USD,AE,100,AE,S
2022,EX,FT,Data Governance Analyst,USD,CA,0,CA,L
2022,SE,FT,Machine Learning Engineer,USD,US,0,US,M
2023,EX,FT,Research Scientist,USD,PT,0,PT,M
2023,EX,FT,Data Analyst,USD,NL,100,NL,S
2022,MI,FT,Computer Vision Engineer,USD,PT,0,DE,L
2023,SE,FT,Analytics Engineer,USD,IN,50,ES,M
2023,EN,FT,Data Analyst,USD,IN,0,IN,M
2023,SE,FT,Data Consultant,USD,IN,100,IN,M
2022,MI,FT,Machine Learning Engineer,USD,FR,100,MX,M
2023,SE,FT,Data Governance Analyst,USD,US,100,US,M
2022,MI,FT,Machine Learning Engineer,USD,DK,0,US,L
2023,SE,FT,Data Science Manager,USD,US,0,US,M
2023,MI,FT,Data Analyst,USD,IT,100,IT,M
2023,SE,FT,Analytics Engineer,USD,BR,100,BR,M
2023,EN,FT,Data Architect,USD,DE,100,DE,S
2023,SE,FT,Machine Learning Engineer,USD,US,100,US,M
2023,MI,FT,Machine Learning Engineer,USD,IN,50,IN,M
2022,SE,FT,ML Engineer,USD,TR,0,US,L
2023,MI,FT,Decision Scientist,USD,SE,0,SE,M
2023,MI,FT,Machine Learning Engineer,USD,NL,100,NL,L
2022,MI,FT,Data Scientist,USD,US,0,US,M
2023,EN,FT,Data Engineer,USD,BR,100,BR,S
2022,SE,FT,AI Researcher,USD,US,0,FR,M
2023,SE,FT,Data Scientist,USD,TR,0,TR,M
2022,SE,FT,Machine Learning Engineer,USD,IN,0,IN,M
2023,SE,FT,Data Analyst,USD,IN,0,IN,S
2023,EN,FT,Data Analyst,USD,TR,100,TR,M
2023,EN,FT,Quantitative Analyst,USD,DE,0,DE,M
2023,MI,FT,Data Scientist,USD,GB,0,GB,M
2023,MI,FT,Data Analyst,USD,FR,0,FR,L
2023,SE,FT,Computer Vision Engineer,USD,FR,0,FR,M
2023,SE,FT,Data Scientist,USD,SG,0,SG,M
2022,MI,FT,BI Analyst,USD,CH,100,JP,M
2021,EX,FT,Machine Learning Engineer,USD,ES,0,ES,L
2022,EN,FT,Data Engineer,USD,IN,100,IN,M
2023,MI,FT,Machine Learning Engineer,USD,HU,100,US,M
2021,MI,FT,Data Product Manager,USD,CL,0,CL,M
2023,SE,FL,Data Scientist,USD,CZ,50,CZ,M
2022,SE,FT,Research Scientist,USD,IN,100,IN,M
2023,EX,FT,Deep Learning Engineer,USD,IN,100,PT,L
2023,EN,PT,Data Scientist,USD,MY,0,IN,M
2023,SE,FT,Computer Vision Engineer,USD,PL,0,PL,M
2023,SE,FT,Decision Scientist,USD,IN,100,IN,M
2021,EX,CT,ML Engineer,USD,US,100,US,L
2022,EN,FT,Analytics Engineer,USD,FR,100,FR,M
2022,EN,FT,Data Analyst,USD,CA,100,CA,M
2023,MI,FT,Data Analyst,USD,NL,50,NL,M
2023,MI,FT,Analytics Engineer,USD,MY,100,BR,S
2022,SE,FT,Analytics Engineer,USD,US,100,US,L
2023,MI,FT,BI Analyst,USD,GR,0,GR,M
2023,SE,FT,Machine Learning Engineer,USD,AE,0,AE,M
2022,SE,FT,Business Intelligence Engineer,USD,JP,100,JP,M
2023,SE,FT,Data Analyst,USD,US,0,US,M
2023,EN,FT,Deep Learning Engineer,USD,GB,0,IT,S
2021,EN,FT,Data Analyst,USD,ES,100,ES,M
2023,SE,FT,Analytics Engineer,USD,AU,100,AU,L
2023,SE,FT,Data Consultant,USD,GB,100,GB,M
2023,MI,FT,Statistician,USD,SG,0,SG,L
2023,EN,FT,Data Engineer,USD,IN,100,IN,M
2023,SE,FT,Business Intelligence Engineer,USD,GB,100,GB,M
2023,MI,FT,ML Ops Engineer,USD,US,0,US,M
2022,SE,FT,Lead Data Scientist,USD,IN,0,IN,M
2023,SE,FT,Data Architect,USD,NL,0,NL,S
2023,MI,FT,Data Engineer,USD,PT,100,SE,L
2022,SE,FT,Data Architect,USD,BR,100,BR,M
2023,MI,FT,NLP Engineer,USD,NL,0,US,L
2022,EN,FT,Data Scientist,USD,DK,0,DK,M
2022,MI,FT,Data Product Manager,USD,GB,100,GB,M
2023,SE,FT,Machine Learning Engineer,USD,NZ,100,KR,M
2022,MI,FT,Research Scientist,USD,JP,0,JP,S
2021,SE,FT,Data Analyst,USD,CH,100,CH,S
2023,MI,FT,Data Engineer,USD,JP,0,JP,M
2023,SE,FT,BI Analyst,USD,CL,0,CL,M
2023,SE,FT,Data Engineer,USD,BR,0,BR,M
2022,EN,FT,Data Science Manager,USD,NL,100,NL,S
2022,EN,FT,Data Engineer,USD,US,0,US,M
2022,EX,FT,NLP Engineer,USD,DK,100,US,M
2023,EX,FT,AI Engineer,USD,JP,0,JP,L
2023,MI,FT,Machine Learning Engineer,USD,NZ,100,NZ,M
2022,MI,FT,Big Data Engineer,USD,IN,0,IN,L
2022,EX,FT,Machine Learning Engineer,USD,CL,0,CL,M
2023,MI,FT,Applied Scientist,USD,MX,0,MX,M
2023,MI,FT,Data Engineer,USD,US,0,US,M
2023,SE,FT,Data Engineer,USD,NO,100,US,M
2021,EN,FL,Data Scientist,USD,ES,100,ES,M
2023,MI,FT,Director of Data Science,USD,PL,0,PL,L
2022,SE,FT,Data Engineer,USD,FR,0,FR,M
2022,SE,FT,Data Specialist,USD,NL,100,NL,M
2022,SE,FT,Big Data Engineer,USD,US,0,US,M
2022,EN,FT,Data Scientist,USD,US,0,US,M
2023,MI,FT,Analytics Engineer,USD,IN,0,IN,L
2023,MI,FT,Data Science Manager,USD,NZ,0,NL,M
2023,SE,FT,Data Governance Analyst,USD,DE,100,DE,L
2022,SE,FT,Data Analyst,USD,IN,0,IN,L
2023,SE,FT,Computer Vision Engineer,USD,ES,0,ES,M
2023,MI,FL,Data Scientist,USD,DE,0,DE,M
2021,MI,FT,Data Analyst,USD,IN,100,IN,M
2021,EN,FT,Decision Scientist,USD,NL,0,NL,S
2023,EN,FT,Data Scientist,USD,AR,50,SE,M
2023,MI,FT,Machine Learning Engineer,USD,PL,100,PL,M
2023,SE,FT,AI Engineer,USD,US,0,US,S
2023,SE,FT,Decision Scientist,USD,BR,50,BR,M
2023,MI,FT,Analytics Engineer,USD,US,100,US,M
2021,EN,FT,Data Scientist,USD,PL,0,PL,M
2023,SE,FT,AI Engineer,USD,PL,100,PL,M
2023,EN,FT,Data Science Manager,USD,SE,0,JP,M
2023,SE,FT,Applied Scientist,USD,CH,0,HU,S
2022,SE,CT,BI Analyst,USD,FR,0,FR,L
2023,EN,CT,Data Architect,USD,MY,0,TR,M
2022,SE,PT,Deep Learning Engineer,USD,US,0,US,L
2022,SE,FT,Business Intelligence Engineer,USD,PL,100,PL,M
2023,EN,FT,Data Analyst,USD,MX,0,MX,L
2023,MI,FT,Data Architect,USD,IN,0,IN,M
2023,EX,FT,Data Scientist,USD,DK,0,DK,M
2023,MI,PT,Data Product Manager,USD,BR,0,BR,M
2023,MI,FT,Big Data Engineer,USD,GB,0,GB,M
2022,MI,FT,Analytics Engineer,USD,US,100,US,M
2023,EN,FT,Data Engineer,USD,AR,0,CA,S
2023,SE,PT,ML Engineer,USD,US,100,US,L
2022,EN,FT,Data Science Manager,USD,GR,100,GR,M
2022,SE,FT,Data Analyst,USD,KR,100,BR,M
2023,SE,FT,NLP Engineer,USD,IN,100,IN,M
2021,SE,FT,Big Data Engineer,USD,TR,0,TR,M
2022,SE,FT,Quantitative Analyst,USD,PT,0,PT,L
2023,EN,FT,Data Analyst,USD,NL,100,NL,M
2023,MI,FT,Data Science Manager,USD,CA,100,CA,M
2022,EN,FT,Principal Data Scientist,USD,KR,0,KR,S
2023,SE,FT,Data Scientist,USD,GB,0,NZ,L
2023,SE,FT,Data Scientist,USD,US,0,US,M
2021,SE,FT,Machine Learning Engineer,USD,IN,100,IN,M
2023,MI,FT,Quantitative Analyst,USD,IN,0,IN,M
2021,MI,FT,ML Ops Engineer,USD,IE,0,IE,M
2022,SE,FT,AI Engineer,USD,IT,0,IT,L
2023,MI,FT,NLP Engineer,USD,PL,0,PL,M
2022,SE,PT,Research Scientist,USD,US,0,US,L
2022,MI,FT,Machine Learning Engineer,USD,NL,0,NL,L
2023,SE,FT,NLP Engineer,USD,NL,50,NL,L
2021,SE,FT,Data Scientist,USD,HU,0,IE,M
2021,SE,FT,Machine Learning Engineer,USD,DE,100,DE,L
2022,SE,FT,Director of Data Science,USD,PL,100,PL,M
2022,MI,FT,Statistician,USD,IN,100,IN,M
2023,SE,FT,Data Architect,USD,JP,100,JP,M
2023,MI,FT,Research Scientist,USD,IT,100,IT,M
2022,MI,FT,Data Engineer,USD,HU,0,HU,L
2022,MI,FT,AI Engineer,USD,CH,0,CH,L
2023,MI,FT,Computer Vision Engineer,USD,PT,0,PT,S
2023,MI,FT,Big Data Engineer,USD,NO,0,NL,S
2023,EX,FT,Data Science Manager,USD,AE,0,AE,M
2023,SE,FT,Data Specialist,USD,PL,100,PL,M
2022,SE,FT,Data Scientist,USD,JP,100,JP,L
2022,MI,FT,Deep Learning Engineer,USD,BR,100,BR,L
2023,EX,FT,Data Science Manager,USD,AE,100,AE,M
2022,EN,FT,Data Analyst,USD,FR,100,FR,M
2023,SE,FT,Lead Data Scientist,USD,CH,0,CH,L
2023,MI,FT,Principal Data Scientist,USD,ES,100,ES,M
2023,MI,FT,Data Analyst,USD,FR,100,FR,L
2022,MI,FT,Statistician,USD,US,100,JP,S
2022,MI,FT,Computer Vision Engineer,USD,IN,0,IN,M
2023,SE,FT,Director of Data Science,USD,US,100,US,M
2023,SE,FT,Analytics Engineer,USD,US,100,NL,L
2022,EN,FL,Data Scientist,USD,DK,100,DK,M
2022,EN,FT,Statistician,USD,SG,100,SG,M
2022,SE,FT,Analytics Engineer,USD,GB,100,GB,L
2023,EN,FT,ML Engineer,USD,GB,0,GB,S
2023,SE,FT,Data Governance Analyst,USD,FR,0,IN,M
2023,EN,FT,Data Scientist,USD,PL,100,PL,M
2023,EN,FT,ML Engineer,USD,MY,100,BR,L
2023,SE,FT,Computer Vision Engineer,USD,CH,0,CH,L
2023,SE,FT,Data Specialist,USD,IN,100,IN,M
2022,EN,FT,Research Scientist,USD,GB,0,GB,L
2023,SE,FT,Computer Vision Engineer,USD,DE,0,DE,M
2022,EN,FT,Data Analyst,USD,SE,100,SE,M
2021,SE,FT,Analytics Engineer,USD,CA,100,CA,M
2021,SE,FT,Data Consultant,USD,PT,100,IN,L
2022,EX,FT,Machine Learning Engineer,USD,HU,0,HU,M
2023,SE,FT,Data Scientist,USD,ES,0,ES,M
2023,EN,FT,Data Scientist,USD,TR,50,KR,M
2023,EX,CT,Computer Vision Engineer,USD,PL,0,PL,L
2022,SE,FT,Data Scientist,USD,MX,0,MX,M
2023,SE,FT,ML Engineer,USD,FR,100,FR,M
2022,SE,FT,Machine Learning Engineer,USD,IN,0,IN,M
2023,SE,FT,Data Analyst,USD,JP,100,JP,M
2022,EN,FT,Quantitative Analyst,USD,CL,100,US,M
2023,EN,FT,AI Researcher,USD,CA,100,CA,M
2023,SE,FT,AI Engineer,USD,IN,0,CH,L
2023,MI,FT,Data Product Manager,USD,PL,100,PL,M
2023,SE,FT,Data Engineer,USD,US,50,US,L
2021,EX,FL,Machine Learning Engineer,USD,BR,100,BR,L
2023,SE,FT,ML Ops Engineer,USD,PL,0,PL,M
2023,SE,FT,Data Engineer,USD,GR,100,GR,L
2021,EN,FT,Principal Data Scientist,USD,AE,0,US,L
2022,SE,FT,Data Engineer,USD,TR,100,IN,S
2022,EN,FT,Research Scientist,USD,CA,100,CA,L
2023,EX,FT,ML Ops Engineer,USD,DE,50,DE,M
2023,SE,FT,Data Scientist,USD,IN,0,IN,M
2021,SE,FT,ML Engineer,USD,US,0,PL,L
2022,EN,FT,Data Scientist,USD,JP,0,JP,M
2023,SE,FT,Principal Data Scientist,USD,IT,100,IT,L
2023,EN,FT,Data Analyst,USD,DE,0,DE,M
2023,MI,FT,Data Architect,USD,DE,50,DE,M
2023,MI,FT,Computer Vision Engineer,USD,US,100,US,L
2022,SE,FT,Data Engineer,USD,NO,0,MY,M
2021,MI,FT,ML Ops Engineer,USD,KR,50,MX,M
2022,SE,FT,Data Engineer,USD,MX,0,IN,M
2022,SE,FT,Decision Scientist,USD,SG,0,NL,M
2022,SE,FT,Data Scientist,USD,SG,0,SG,M
2023,SE,FT,Data Scientist,USD,DE,0,DE,M
2021,MI,FT,Data Science Manager,USD,US,50,US,L
2023,SE,FT,Machine Learning Engineer,USD,AU,100,AU,M
2023,EN,FT,Data Specialist,USD,IT,0,IT,M
2022,SE,FT,AI Engineer,USD,MX,100,MX,M
2022,SE,FT,Data Science Manager,USD,SE,100,CL,M
2023,SE,FT,Research Scientist,USD,IN,100,IN,L
2022,SE,CT,Data Analyst,USD,DE,100,DE,M
2021,SE,FT,Machine Learning Engineer,USD,CL,0,CL,L
2023,SE,FT,Data Scientist,USD,NL,0,NL,M
2022,SE,FT,Data Engineer,USD,MX,0,IN,M
2023,SE,FT,Data Scientist,USD,PL,100,PL,M
2023,SE,FT,Data Governance Analyst,USD,HU,50,DE,S
2022,SE,FT,AI Engineer,USD,DE,100,DE,L
2023,MI,FT,ML Engineer,USD,IN,100,IN,M
2023,EN,FT,Data Analyst,USD,SE,100,HU,L
2023,SE,FT,Research Scientist,USD,IN,50,IN,M
2023,MI,FT,Data Science Manager,USD,IE,50,DE,M
2023,EX,FT,Data Engineer,USD,KR,0,KR,M
2022,SE,FT,Deep Learning Engineer,USD,KR,0,ES,M
2023,SE,FT,Applied Scientist,USD,US,0,US,M
2022,MI,FT,Data Engineer,USD,DE,100,DE,L
2022,SE,FT,Data Scientist,USD,KR,100,KR,L
2022,SE,FT,Machine Learning Engineer,USD,IT,0,IT,M
2021,SE,FT,Data Specialist,USD,GR,100,IT,M
2023,EX,FT,Data Analyst,USD,DK,100,DK,M
2022,SE,FT,Data Governance Analyst,USD,FR,100,FR,S
2022,SE,FT,Data Engineer,USD,ES,100,ES,M
2022,SE,FT,Data Scientist,USD,CA,100,JP,S
2023,EN,FT,Data Scientist,USD,CA,100,CA,L
2022,SE,FT,Data Engineer,USD,AR,100,CL,S
2023,EN,FT,Data Scientist,USD,GB,0,GB,M
2023,MI,FT,Applied Scientist,USD,US,0,US,L
2022,SE,FT,Data Scientist,USD,AR,0,AR,M
2022,SE,FT,Machine Learning Engineer,USD,FR,0,US,S
2023,SE,FT,Data Architect,USD,TR,50,TR,L
2023,MI,CT,Analytics Engineer,USD,US,100,US,M
2023,SE,FT,Data Governance Analyst,USD,US,100,US,M
2023,MI,FT,Data Engineer,USD,GB,0,GB,M
2023,EN,FT,Applied Scientist,USD,JP,0,JP,S
2021,SE,FT,Data Scientist,USD,AU,100,AU,M
2022,SE,FT,Data Analyst,USD,IN,0,IN,M
2021,SE,FT,Data Architect,USD,DK,0,DK,M
2023,SE,FT,Data Engineer,USD,ES,100,ES,M
2023,SE,FT,Machine Learning Engineer,USD,US,50,KR,M
2023,SE,FT,Data Governance Analyst,USD,AE,0,BR,M
2023,EN,FT,Data Analyst,USD,US,0,US,M
2021,EX,FT,Data Scientist,USD,CH,100,CH,M
2022,SE,FT,Data Architect,USD,DK,100,DK,M
2022,SE,FT,Computer Vision Engineer,USD,US,100,US,M
2022,SE,FT,Big Data Engineer,USD,GB,100,GB,L
2023,EN,FT,Analytics Engineer,USD,JP,0,JP,M
2021,MI,FT,Data Engineer,USD,JP,0,JP,L
2023,SE,FT,Data Architect,USD,PT,0,PT,M
2023,SE,FT,Data Scientist,USD,CA,0,CA,L
2022,SE,FT,Decision Scientist,USD,ES,0,ES,L
2022,EN,FT,Data Product Manager,USD,GB,100,GB,M
2023,MI,FT,Data Analyst,USD,IN,100,IN,M
2023,MI,FT,AI Researcher,USD,ES,100,KR,L
2021,SE,FT,Data Analyst,USD,AE,100,AE,M
2023,SE,FT,Business Intelligence Engineer,USD,IN,0,IN,M
2023,EN,FT,Data Analyst,USD,MX,0,MX,M
2023,SE,FL,Machine Learning Engineer,USD,US,0,US,L
2023,EX,FT,Data Analyst,USD,NO,0,NO,S
2023,MI,CT,BI Analyst,USD,IN,0,IN,M
2023,SE,FT,Data Engineer,USD,CH,100,CH,L
2022,EN,FT,AI Engineer,USD,AE,0,AE,L
2023,EN,FT,Data Scientist,USD,AR,100,AR,M
2021,SE,FT,Lead Data Scientist,USD,NL,100,NL,M
2023,MI,FT,AI Engineer,USD,GB,100,GB,M
2023,SE,FT,Business Intelligence Engineer,USD,IN,0,IN,M
2022,EX,FT,Analytics Engineer,USD,NL,0,NL,L
2023,SE,FT,Data Engineer,USD,US,0,US,M
2023,EX,FT,Data Analyst,USD,US,0,US,S
2022,MI,FT,Data Scientist,USD,IN,0,IN,S
2022,MI,FT,Head of Data,USD,MX,100,MX,M
2021,SE,FT,Decision Scientist,USD,AU,0,AU,L
2022,SE,FT,ML Engineer,USD,GB,0,GB,M
2021,SE,FT,Data Consultant,USD,BR,0,BR,L
2023,SE,FT,Data Scientist,USD,NZ,100,NZ,M
2023,MI,FT,Data Scientist,USD,IN,100,IN,M
2022,MI,FT,Data Scientist,USD,IN,0,IN,L
2023,EN,FT,Data Engineer,USD,IT,0,IT,L
2023,SE,FT,Data Specialist,USD,IN,100,IN,M
2023,SE,FT,Data Analyst,USD,KR,50,KR,M
2023,EN,FT,Data Architect,USD,AU,0,AU,L
2023,MI,CT,Data Scientist,USD,JP,50,JP,L
2022,MI,FT,AI Researcher,USD,DE,0,DE,L
2022,SE,FT,Machine Learning Engineer,USD,GB,100,GB,M
2021,EX,FT,Machine Learning Engineer,USD,CL,100,CL,L
2022,MI,FT,Applied Scientist,USD,ES,100,US,S
2023,SE,FT,Machine Learning Engineer,USD,MX,0,MX,L
2021,SE,FT,Big Data Engineer,USD,IE,100,NL,S
2023,EN,FT,Statistician,USD,BR,0,BR,S
2021,SE,FL,Data Engineer,USD,US,100,US,M
2023,SE,FT,Head of Data,USD,JP,100,IN,S
2021,MI,FT,Data Governance Analyst,USD,MY,0,MY,L
2022,EN,FT,Analytics Engineer,USD,FR,0,FR,M
2023,SE,FT,Data Scientist,USD,PT,0,PT,M
2023,SE,FT,Big Data Engineer,USD,SG,0,US,M
2022,MI,FT,Data Analyst,USD,PL,100,SE,M
2021,EN,FT,Data Architect,USD,SG,100,SG,M
2021,SE,FT,Data Architect,USD,PL,0,PL,M
2022,SE,FT,Statistician,USD,CA,50,CA,M
2023,EN,FT,Data Engineer,USD,IN,0,IN,M
2022,SE,FT,Data Analyst,USD,IN,50,IN,L
2022,MI,FT,Analytics Engineer,USD,DE,0,DE,M
2023,MI,FT,Machine Learning Engineer,USD,AR,100,DE,M
2023,MI,FT,Data Scientist,USD,GB,100,GB,L
2022,SE,FT,Data Governance Analyst,USD,MX,0,MX,L
2021,SE,FT,Big Data Engineer,USD,CH,0,CH,M
2022,MI,FT,Decision Scientist,USD,CA,0,CA,S
2021,MI,FT,Applied Scientist,USD,US,100,US,S
2023,SE,FT,Data Scientist,USD,IN,100,IN,M
2023,MI,FT,Data Science Manager,USD,TR,100,TR,L
2023,SE,FT,Big Data Engineer,USD,IN,100,CA,L
2021,MI,PT,Data Science Manager,USD,MX,0,MX,M
2022,MI,FT,BI Analyst,USD,GR,50,GR,L
2022,SE,FT,Data Engineer,USD,IN,0,IN,L
2023,MI,FT,Head of Data,USD,JP,0,JP,L
2022,MI,FT,Data Engineer,USD,IT,0,PL,L
2022,SE,FT,Data Analyst,USD,BR,0,BR,M
2022,SE,FT,Data Analyst,USD,PL,0,ES,M
2022,MI,FL,Principal Data Scientist,USD,DK,100,DK,M
2022,MI,FT,Data Analyst,USD,PT,0,PT,L
2023,EN,FT,Analytics Engineer,USD,AU,50,PL,M
2023,SE,FT,Data Science Manager,USD,AU,100,AU,S
2023,SE,FT,Deep Learning Engineer,USD,PT,100,PT,M
2023,SE,FT,Data Engineer,USD,JP,0,JP,M
2022,MI,FT,Big Data Engineer,USD,NZ,100,NZ,M
2022,MI,FT,Data Scientist,USD,PL,0,PL,M
2022,EN,FT,Lead Data Scientist,USD,JP,100,JP,M
2022,SE,FT,Data Analyst,USD,CA,0,CA,M
